date,Bower (JS),Clojars (Clojure),CPAN,CPAN (search),CRAN (R),Crates.io (Rust),Drupal (php),DUB (dlang),GoDoc (Go),Gopm (go),Hackage (Haskell),Hex.pm (Elixir/Erlang),Julia,LuaRocks (Lua),Maven Central (Java),MELPA (Emacs),Nimble (Nim),npm (node.js),nuget (.NET),Packagist (PHP),Pear (PHP),Perl 6 Ecosystem (perl 6),PyPI,Rubygems.org,Vim Scripts
2011/04/13,,,22394,22395,2966,,,,,,2903,,,,,,,,,,568,,14157,22812,
2011/04/14,,,22411,22411,2946,,,,,,2904,,,,,,,,,,568,,14176,22861,
2011/04/15,,,22416,22416,2948,,,,,,2905,,,,,,,,,,568,,14192,22893,
2011/04/16,,,22418,22418,2949,,,,,,2905,,,,,,,,,,568,,14200,22935,
2011/04/17,,,22432,22433,2949,,,,,,2908,,,,,,,,,,568,,14213,22962,
2011/04/18,,,22447,22448,2949,,,,,,2908,,,,,,,,,,568,,14236,22996,
2011/04/19,,,22454,22454,2949,,,,,,2909,,,,,,,,,,568,,14265,23038,
2011/04/20,,,22460,22460,2949,,,,,,2911,,,,,,,,,,568,,14296,23084,
2011/04/21,,,,,,,,,,,,,,,,,,,,,,,,,
2011/04/22,,,,,,,,,,,,,,,,,,,,,,,,,
2011/04/23,,,22467,22467,2949,,,,,,,,,,,,,,,,568,,14347,23193,
2011/04/24,,,22469,22469,2954,,,,,,2918,,,,,,,,,,568,,14355,23214,
2011/04/25,,,22466,22466,2962,,,,,,2920,,,,,,,,,,568,,14375,23239,
2011/04/26,,,22474,22475,2963,,,,,,2921,,,,,,,,,,568,,14385,23272,
2011/04/27,,,22483,22483,2968,,,,,,2923,,,,,,,,,,568,,14402,23309,
2011/04/28,,,22498,22498,2976,,,,,,2923,,,,,,,,,,568,,14430,23342,
2011/04/29,,,22507,22508,2980,,,,,,2928,,,,,,,,,,568,,14449,23377,
2011/04/30,,,22522,22522,2981,,,,,,2933,,,,,,,,,,568,,14462,23410,
2011/05/01,,,22520,22520,2983,,,,,,2936,,,,,,,,,,568,,14470,23437,
2011/05/02,,,22524,22524,2983,,,,,,2936,,,,,,,,,,568,,14479,23458,
2011/05/03,,,22527,22528,2984,,,,,,2941,,,,,,,,,,568,,14489,23499,
2011/05/04,,,22532,22532,2985,,,,,,2947,,,,,,,,,,568,,14497,23534,
2011/05/05,,,22538,22538,2985,,,,,,2949,,,,,,,,,,568,,14533,23575,
2011/05/06,,,22545,22546,2986,,,,,,2949,,,,,,,,,,568,,14543,23621,
2011/05/07,,,22548,22548,2986,,,,,,2949,,,,,,,,,,568,,14559,23655,
2011/05/08,,,22551,22551,2986,,,,,,2949,,,,,,,,,,568,,14570,23683,
2011/05/09,,,22553,22553,2988,,,,,,2949,,,,,,,,,,568,,14579,23712,
2011/05/10,,,22559,22559,2992,,,,,,2949,,,,,,,,,,568,,14604,23739,
2011/05/11,,,22565,22565,2992,,,,,,2949,,,,,,,,,,568,,14622,23792,
2011/05/12,,,22574,22575,2999,,,,,,2949,,,,,,,,,,568,,14646,23829,
2011/05/13,,,22584,22585,3000,,,,,,2949,,,,,,,,,,568,,14675,23875,
2011/05/14,,,22592,22592,3000,,,,,,2949,,,,,,,,,,568,,14690,23909,
2011/05/15,,,22596,22596,3000,,,,,,2949,,,,,,,,,,568,,14701,23936,
2011/05/16,,,22611,22611,3001,,,,,,2949,,,,,,,,,,568,,14717,23964,
2011/05/17,,,22629,22631,3005,,,,,,2949,,,,,,,,,,568,,14728,24017,
2011/05/18,,,22647,22647,3007,,,,,,2949,,,,,,,,,,568,,14747,24059,
2011/05/19,,,22654,22654,3007,,,,,,2949,,,,,,,,,,568,,14766,24123,
2011/05/20,,,22663,22663,3008,,,,,,2949,,,,,,,,,,568,,14786,24166,
2011/05/21,,,22663,22663,3011,,,,,,2949,,,,,,,,,,568,,14804,24207,
2011/05/22,,,22643,22643,3012,,,,,,2949,,,,,,,,,,568,,14825,24229,
2011/05/23,,,22645,22645,3013,,,,,,2949,,,,,,,,,,568,,14846,24267,
2011/05/24,,,22654,22656,3016,,,,,,2949,,,,,,,,,,568,,14856,24322,
2011/05/25,,,22660,22661,3018,,,,,,2949,,,,,,,,,,569,,14877,24373,
2011/05/26,,,22667,22667,3023,,,,,,2949,,,,,,,,,,569,,14895,24409,
2011/05/27,,,22664,22664,3026,,,,,,2949,,,,,,,,,,569,,14908,24443,
2011/05/28,,,22670,22670,3027,,,,,,2949,,,,,,,,,,569,,14924,24477,
2011/05/29,,,22670,22670,3028,,,,,,2949,,,,,,,,,,569,,14944,24503,
2011/05/30,,,22677,22678,3032,,,,,,2949,,,,,,,,,,569,,14960,24536,
2011/05/31,,,22682,22682,3035,,,,,,2949,,,,,,,,,,569,,14979,24582,
2011/06/01,,,22688,22688,3036,,,,,,2949,,,,,,,,,,569,,14990,24616,
2011/06/02,,,22692,22692,3038,,,,,,2949,,,,,,,,,,569,,15000,24677,
2011/06/03,,,22693,22693,3040,,,,,,2949,,,,,,,,,,569,,15021,24713,
2011/06/04,,,22695,22695,3043,,,,,,2949,,,,,,,,,,569,,15035,24745,
2011/06/05,,,22699,22701,3045,,,,,,2949,,,,,,,,,,569,,15045,24762,
2011/06/06,,,22708,22709,3047,,,,,,2949,,,,,,,,,,569,,15060,24797,
2011/06/07,,,22715,22716,3047,,,,,,2949,,,,,,,,,,569,,15072,24839,
2011/06/08,,,,,,,,,,,,,,,,,,,,,,,,,
2011/06/09,,,22734,22734,3048,,,,,,2949,,,,,,,,,,569,,15119,24924,
2011/06/10,,,22738,22739,3049,,,,,,2949,,,,,,,,,,569,,15148,24961,
2011/06/11,,,22739,22739,3049,,,,,,2949,,,,,,,,,,569,,15162,24986,
2011/06/12,,,22744,22745,3049,,,,,,2949,,,,,,,,,,569,,15173,25014,
2011/06/13,,,22748,22748,3050,,,,,,2949,,,,,,,,,,569,,15184,25051,
2011/06/14,,,22760,22760,3050,,,,,,2949,,,,,,,,,,569,,15203,25079,
2011/06/15,,,22771,22771,3050,,,,,,2949,,,,,,,,,,569,,15226,25119,
2011/06/16,,,22778,22780,3050,,,,,,2949,,,,,,,,,,569,,15247,25163,
2011/06/17,,,22787,22787,3065,,,,,,3051,,,,,,,,,,569,,15271,25215,
2011/06/18,,,22792,22792,3077,,,,,,3053,,,,,,,,,,569,,15294,25239,
2011/06/19,,,22802,22803,3077,,,,,,3053,,,,,,,,,,569,,15303,25258,
2011/06/20,,,22812,22813,3081,,,,,,3054,,,,,,,,,,569,,15322,25281,
2011/06/21,,,22822,22822,3088,,,,,,3058,,,,,,,,,,569,,15347,25302,
2011/06/22,,,22832,22832,3090,,,,,,3060,,,,,,,,,,569,,15365,25345,
2011/06/23,,,22832,22835,3093,,,,,,3064,,,,,,,,,,569,,15393,25375,
2011/06/24,,,22846,22848,3095,,,,,,3069,,,,,,,,,,569,,15412,25415,
2011/06/25,,,,,,,,,,,,,,,,,,,,,,,,,
2011/06/26,,,22864,22864,3101,,,,,,3074,,,,,,,,,,569,,15460,25465,
2011/06/27,,,22865,22865,3101,,,,,,3076,,,,,,,,,,569,,15474,25494,
2011/06/28,,,22875,22875,3102,,,,,,3078,,,,,,,,,,569,,15487,25521,
2011/06/29,,,22880,22880,3106,,,,,,3084,,,,,,,,,,569,,15502,25560,
2011/06/30,,,22888,22889,3107,,,,,,3085,,,,,,,,,,569,,15522,25612,
2011/07/01,,,22895,22895,3110,,,,,,3088,,,,,,,,,,569,,15541,25661,
2011/07/02,,,22897,22897,3110,,,,,,3092,,,,,,,,,,569,,15553,25694,
2011/07/03,,,22906,22906,3115,,,,,,3093,,,,,,,,,,569,,15571,25713,
2011/07/04,,,22908,22908,3115,,,,,,3095,,,,,,,,,,569,,15585,25736,
2011/07/05,,,22915,22916,3117,,,,,,3103,,,,,,,,,,569,,15597,25777,
2011/07/06,,,22922,22922,3122,,,,,,3104,,,,,,,,,,569,,15610,25818,
2011/07/07,,,22928,22928,3125,,,,,,3109,,,,,,,,,,569,,15626,25854,
2011/07/08,,,22938,22939,3129,,,,,,3113,,,,,,,,,,569,,15641,25887,
2011/07/09,,,22949,22949,3129,,,,,,3114,,,,,,,,,,569,,15662,25927,
2011/07/10,,,22950,22950,3129,,,,,,3116,,,,,,,,,,569,,15673,25954,
2011/07/11,,,22959,22960,3129,,,,,,3120,,,,,,,,,,569,,15691,25973,
2011/07/12,,,22967,22967,3129,,,,,,3121,,,,,,,,,,569,,15709,26014,
2011/07/13,,,22974,22974,3129,,,,,,3124,,,,,,,,,,569,,15722,26055,
2011/07/14,,,22983,22985,3129,,,,,,3130,,,,,,,,,,569,,15731,26098,
2011/07/15,,,22981,22982,3129,,,,,,3131,,,,,,,,,,569,,15675,26138,
2011/07/16,,,22989,22990,3129,,,,,,3135,,,,,,,,,,569,,15690,26169,
2011/07/17,,,22993,22993,3129,,,,,,3137,,,,,,,,,,569,,15702,26196,
2011/07/18,,,22994,22994,3129,,,,,,3133,,,,,,,,,,569,,15715,26226,
2011/07/19,,,23001,23002,3129,,,,,,3135,,,,,,,,,,569,,15731,26259,
2011/07/20,,,23007,23007,3129,,,,,,3139,,,,,,,,,,569,,15748,26305,
2011/07/21,,,23013,23013,3129,,,,,,3141,,,,,,,,,,569,,15759,26348,
2011/07/22,,,23021,23021,3130,,,,,,3143,,,,,,,,,,569,,15769,26375,
2011/07/23,,,23024,23024,3131,,,,,,3145,,,,,,,,,,569,,15782,26405,
2011/07/24,,,23030,23030,3159,,,,,,3148,,,,,,,,,,569,,15796,26433,
2011/07/25,,,23036,23037,3161,,,,,,3150,,,,,,,,,,569,,15803,26450,
2011/07/26,,,23045,23045,3168,,,,,,3153,,,,,,,,,,569,,15816,26483,
2011/07/27,,,23057,23057,3171,,,,,,3157,,,,,,,,,,569,,15839,26531,
2011/07/28,,,23057,23059,3177,,,,,,3158,,,,,,,,,,569,,15852,26565,
2011/07/29,,,23063,23063,3179,,,,,,3154,,,,,,,,,,569,,15880,26595,
2011/07/30,,,23069,23069,3181,,,,,,3155,,,,,,,,,,570,,15888,26619,
2011/07/31,,,23068,23068,3182,,,,,,3155,,,,,,,,,,570,,15898,26646,
2011/08/01,,,23073,23075,3183,,,,,,3156,,,,,,,,,,570,,15916,26672,
2011/08/02,,,23081,23082,3186,,,,,,3159,,,,,,,,,,570,,15933,26706,
2011/08/03,,,23093,23093,3186,,,,,,3161,,,,,,,,,,570,,15953,26738,
2011/08/04,,,23098,23100,3191,,,,,,3166,,,,,,,,,,570,,15975,26779,
2011/08/05,,,23109,23110,3189,,,,,,3166,,,,,,,,,,570,,16001,26812,
2011/08/06,,,23111,23111,3192,,,,,,3170,,,,,,,,,,570,,16011,26846,
2011/08/07,,,23114,23114,3195,,,,,,3175,,,,,,,,,,570,,16021,26859,
2011/08/08,,,23116,23116,3197,,,,,,3178,,,,,,,,,,570,,16037,26895,
2011/08/09,,,23122,23122,3203,,,,,,3181,,,,,,,,,,570,,16052,26920,
2011/08/10,,,,,,,,,,,,,,,,,,,,,,,,,
2011/08/11,,,23128,23128,3207,,,,,,3187,,,,,,,,,,570,,16094,27013,
2011/08/12,,,23136,23136,3207,,,,,,3203,,,,,,,,,,570,,16117,27048,
2011/08/13,,,23141,23141,3213,,,,,,3206,,,,,,,,,,570,,16135,27079,
2011/08/14,,,23149,23151,3215,,,,,,3209,,,,,,,,,,570,,16150,27102,
2011/08/15,,,23156,23158,3218,,,,,,3209,,,,,,,,,,570,,16161,27130,
2011/08/16,,,23171,23171,3223,,,,,,3212,,,,,,,,,,570,,16190,27161,
2011/08/17,,,23179,23180,3224,,,,,,3214,,,,,,,,,,570,,16204,27207,
2011/08/18,,,23193,23193,3226,,,,,,3214,,,,,,,,,,570,,16228,27246,
2011/08/19,,,23203,23206,3229,,,,,,3215,,,,,,,,,,570,,16249,27288,
2011/08/20,,,23210,23210,3230,,,,,,3215,,,,,,,,,,570,,16260,27334,
2011/08/21,,,23211,23212,3234,,,,,,3216,,,,,,,,,,570,,16271,27366,
2011/08/22,,,23216,23217,3235,,,,,,3217,,,,,,,,,,570,,16289,27395,
2011/08/23,,,23222,23224,3239,,,,,,3219,,,,,,,,,,570,,16311,27435,
2011/08/24,,,23227,23227,3241,,,,,,3225,,,,,,,,,,570,,16325,27468,
2011/08/25,,,23227,23227,3243,,,,,,3229,,,,,,,,,,570,,16339,27509,
2011/08/26,,,23229,23233,3243,,,,,,3230,,,,,,,,,,570,,16355,27559,
2011/08/27,,,23245,23247,3245,,,,,,3236,,,,,,,,,,570,,16366,27588,
2011/08/28,,,23250,23251,3245,,,,,,3238,,,,,,,,,,570,,16383,27622,
2011/08/29,,,23256,23256,3246,,,,,,3238,,,,,,,,,,570,,16401,27662,
2011/08/30,,,23262,23262,3248,,,,,,3246,,,,,,,,,,570,,16413,27696,
2011/08/31,,,23268,23269,3250,,,,,,3248,,,,,,,,,,570,,16431,27730,
2011/09/01,,,23274,23274,3250,,,,,,3248,,,,,,,,,,570,,16439,27760,
2011/09/02,,,23277,23279,3255,,,,,,3251,,,,,,,,,,570,,16451,27798,
2011/09/03,,,23291,23291,3255,,,,,,3251,,,,,,,,,,570,,16461,27837,
2011/09/04,,,23297,23297,3256,,,,,,3255,,,,,,,,,,570,,16473,27866,
2011/09/05,,,23305,23306,3259,,,,,,3258,,,,,,,,,,570,,16486,27896,
2011/09/06,,,23316,23317,3262,,,,,,3261,,,,,,,,,,570,,16523,27937,
2011/09/07,,,23324,23324,3264,,,,,,3264,,,,,,,,,,570,,16543,27984,
2011/09/08,,,23334,23334,3268,,,,,,3265,,,,,,,,,,570,,16555,28035,
2011/09/09,,,23338,23338,3271,,,,,,3269,,,,,,,,,,570,,16577,28078,
2011/09/10,,,23345,23346,3272,,,,,,3270,,,,,,,,,,570,,16587,28120,
2011/09/11,,,23348,23348,3274,,,,,,3271,,,,,,,,,,570,,16599,28152,
2011/09/12,,,23351,23351,3276,,,,,,3273,,,,,,,,,,570,,16614,28185,
2011/09/13,,,23355,23355,3280,,,,,,3274,,,,,,,,,,570,,16627,28231,
2011/09/14,,,23359,23362,3280,,,,,,3278,,,,,,,,,,570,,16641,28280,
2011/09/15,,,23366,23368,3282,,,,,,3283,,,,,,,,,,570,,16661,28334,
2011/09/16,,,,,,,,,,,,,,,,,,,,,,,,,
2011/09/17,,,,,,,,,,,,,,,,,,,,,,,,,
2011/09/18,,,23380,23380,3290,,,,,,3297,,,,,,,,,,570,,16708,28468,
2011/09/19,,,23386,23386,3291,,,,,,3299,,,,,,,,,,570,,16728,28501,
2011/09/20,,,23390,23392,3294,,,,,,3306,,,,,,,,,,570,,16739,28542,
2011/09/21,,,23402,23402,3297,,,,,,3308,,,,,,,,,,570,,16754,28590,
2011/09/22,,,,,,,,,,,,,,,,,,,,,,,,,
2011/09/23,,,23413,23413,3302,,,,,,3321,,,,,,,,,,570,,16794,28680,
2011/09/24,,,23417,23417,3305,,,,,,3329,,,,,,,,,,570,,16804,28707,
2011/09/25,,,23418,23419,3305,,,,,,3330,,,,,,,,,,570,,16822,28733,
2011/09/26,,,23423,23424,3305,,,,,,3331,,,,,,,,,,570,,16840,28772,
2011/09/27,,,23431,23432,3307,,,,,,3335,,,,,,,,,,570,,16861,28833,
2011/09/28,,,23440,23440,3310,,,,,,3336,,,,,,,,,,570,,16870,28879,
2011/09/29,,,23446,23447,3311,,,,,,3338,,,,,,,,,,570,,16885,28909,
2011/09/30,,,23453,23453,3315,,,,,,3339,,,,,,,,,,570,,16903,28938,
2011/10/01,,,23453,23453,3320,,,,,,3341,,,,,,,,,,570,,16918,28973,
2011/10/02,,,23460,23460,3322,,,,,,3342,,,,,,,,,,570,,16928,28994,
2011/10/03,,,23465,23465,3326,,,,,,3344,,,,,,,,,,570,,16949,29028,
2011/10/04,,,23476,23477,3327,,,,,,3348,,,,,,,,,,570,,16978,29067,
2011/10/05,,,23478,23480,3332,,,,,,3348,,,,,,,,,,570,,16997,29096,
2011/10/06,,,23481,23483,3335,,,,,,3350,,,,,,,,,,570,,17015,29121,
2011/10/07,,,23493,23494,3342,,,,,,3352,,,,,,,,,,570,,17029,29164,
2011/10/08,,,23498,23498,3342,,,,,,3354,,,,,,,,,,570,,17047,29203,
2011/10/09,,,23504,23504,3346,,,,,,3357,,,,,,,,,,570,,17058,29221,
2011/10/10,,,23506,23506,3347,,,,,,3360,,,,,,,,,,570,,17064,29245,
2011/10/11,,,23515,23516,3347,,,,,,3363,,,,,,,,,,570,,17080,29285,
2011/10/12,,,23528,23528,3347,,,,,,3367,,,,,,,,,,570,,17092,29320,
2011/10/13,,,23532,23532,3350,,,,,,3375,,,,,,,,,,570,,17106,29369,
2011/10/14,,,23545,23546,3350,,,,,,3382,,,,,,,,,,570,,17117,29414,
2011/10/15,,,23546,23546,3353,,,,,,3385,,,,,,,,,,570,,17127,29446,
2011/10/16,,,23553,23554,3355,,,,,,3386,,,,,,,,,,570,,17138,29476,
2011/10/17,,,23548,23548,3355,,,,,,3388,,,,,,,,,,570,,17146,29515,
2011/10/18,,,23555,23559,3356,,,,,,3392,,,,,,,,,,570,,17170,29552,
2011/10/19,,,23571,23573,3361,,,,,,3397,,,,,,,,,,570,,17191,29602,
2011/10/20,,,23583,23584,3365,,,,,,3398,,,,,,,,,,571,,17196,29641,
2011/10/21,,,23588,23588,3369,,,,,,3399,,,,,,,,,,571,,17221,29688,
2011/10/22,,,23593,23593,3369,,,,,,3405,,,,,,,,,,571,,17236,29723,
2011/10/23,,,23599,23599,3369,,,,,,3406,,,,,,,,,,571,,17249,29752,
2011/10/24,,,23605,23605,3376,,,,,,3406,,,,,,,,,,571,,17261,29787,
2011/10/25,,,23609,23609,3381,,,,,,3406,,,,,,,,,,571,,17273,29833,
2011/10/26,,,23618,23619,3382,,,,,,3407,,,,,,,,,,571,,17292,29874,
2011/10/27,,,23618,23620,3394,,,,,,3412,,,,,,,,,,571,,17312,29908,
2011/10/28,,,23629,23629,3397,,,,,,3415,,,,,,,,,,571,,17329,29941,
2011/10/29,,,23640,23640,3398,,,,,,3416,,,,,,,,,,571,,17355,29978,
2011/10/30,,,23643,23644,3398,,,,,,3417,,,,,,,,,,571,,17375,29998,
2011/10/31,,,23653,23653,3398,,,,,,3420,,,,,,,,,,571,,17391,30032,
2011/11/01,,,23656,23656,3398,,,,,,3422,,,,,,,,,,571,,17405,30076,
2011/11/02,,,,,,,,,,,,,,,,,,,,,571,,17424,30121,
2011/11/03,,,,,,,,,,,,,,,,,,,,,571,,17449,30163,
2011/11/04,,,23666,23667,3388,,,,,,3428,,,,,,,,,,571,,17474,30212,
2011/11/05,,,23674,23674,3387,,,,,,3434,,,,,,,,,,571,,17486,30242,
2011/11/06,,,23676,23676,3393,,,,,,3434,,,,,,,,,,571,,17497,30266,
2011/11/07,,,23681,23681,3393,,,,,,3437,,,,,,,,,,571,,17512,30299,
2011/11/08,,,,,,,,,,,,,,,,,,,,,571,,17521,30353,
2011/11/09,,,,,,,,,,,,,,,,,,,,,571,,17534,30387,
2011/11/10,,,23699,23699,3398,,,,,,3453,,,,,,,,,,571,,17560,30425,
2011/11/11,,,,,,,,,,,,,,,,,,,,,571,,17580,30470,
2011/11/12,,,23713,23713,3402,,,,,,3460,,,,,,,,,,571,,17598,30507,
2011/11/13,,,23722,23722,3405,,,,,,3463,,,,,,,,,,571,,17615,30529,
2011/11/14,,,,,,,,,,,,,,,,,,,,,571,,17636,30562,
2011/11/15,,,23745,23745,3415,,,,,,3464,,,,,,,,,,571,,17646,30611,
2011/11/16,,,23747,23747,3418,,,,,,3466,,,,,,,,,,571,,17663,30658,
2011/11/17,,,23753,23753,3420,,,,,,3467,,,,,,,,,,571,,17686,30702,
2011/11/18,,,,,,,,,,,,,,,,,,,,,571,,17702,30736,
2011/11/19,,,23777,23777,3418,,,,,,3469,,,,,,,,,,571,,17712,30771,
2011/11/20,,,23784,23784,3422,,,,,,3471,,,,,,,,,,571,,17724,30800,
2011/11/21,,,,,,,,,,,,,,,,,,,,,571,,17733,30836,
2011/11/22,,,23796,23796,3429,,,,,,3478,,,,,,,,,,571,,17751,30889,
2011/11/23,,,23806,23806,3435,,,,,,3483,,,,,,,,,,571,,17767,30936,
2011/11/24,,,,,,,,,,,,,,,,,,,,,571,,17784,30983,
2011/11/25,,,23817,23817,3441,,,,,,3483,,,,,,,,,,571,,17815,31013,
2011/11/26,,,23815,23815,3445,,,,,,3483,,,,,,,,,,571,,17833,31040,
2011/11/27,,,23827,23827,3442,,,,,,3483,,,,,,,,,,571,,17844,31068,
2011/11/28,,,,,,,,,,,,,,,,,,,,,571,,17863,31101,
2011/11/29,,,23842,23842,3445,,,,,,3496,,,,,,,,,,571,,17880,31145,
2011/11/30,,,,,,,,,,,,,,,,,,,,,571,,17901,31206,
2011/12/01,,,23859,23859,3451,,,,,,3504,,,,,,,,,,571,,17918,31251,
2011/12/02,,,,,,,,,,,,,,,,,,,,,571,,17944,31299,
2011/12/03,,,23872,23872,3460,,,,,,3509,,,,,,,,,,571,,17961,31356,
2011/12/04,,,23880,23880,3462,,,,,,3512,,,,,,,,,,571,,17971,31382,
2011/12/05,,,23883,23883,3462,,,,,,3514,,,,,,,,,,571,,17981,31419,
2011/12/06,,,23887,23887,3463,,,,,,3520,,,,,,,,,,571,,17992,31448,
2011/12/07,,,23897,23897,3464,,,,,,3522,,,,,,,,,,571,,18009,31486,
2011/12/08,,,23899,23899,3467,,,,,,3525,,,,,,,,,,571,,18031,31534,
2011/12/09,,,23903,23903,3467,,,,,,3527,,,,,,,,,,571,,17873,31581,
2011/12/10,,,23909,23909,3472,,,,,,3530,,,,,,,,,,572,,17901,31623,
2011/12/11,,,23912,23912,3473,,,,,,3533,,,,,,,,,,572,,17908,31644,
2011/12/12,,,23916,23916,3479,,,,,,3536,,,,,,,,,,572,,17932,31673,
2011/12/13,,,23915,23915,3483,,,,,,3540,,,,,,,,,,572,,17951,31710,
2011/12/14,,,23919,23919,3485,,,,,,3542,,,,,,,5646,,,572,,17976,31770,
2011/12/15,,,23931,,3487,,,,,,3545,,,,,,,5675,,,572,,18012,31807,
2011/12/16,,,23938,23938,3491,,,,,,3547,,,,,,,5686,,,572,,18037,31853,
2011/12/17,,,23941,23941,3495,,,,,,3549,,,,,,,5713,,,572,,18058,31889,
2011/12/18,,,23946,,3496,,,,,,3549,,,,,,,5733,,,573,,18068,31921,
2011/12/19,,,23950,23950,3498,,,,,,3553,,,,,,,5760,,,573,,18084,31951,
2011/12/20,,,23955,,3504,,,,,,3553,,,,,,,5787,,,573,,18103,31983,
2011/12/21,,,23961,23961,3510,,,,,,3558,,,,,,,5809,,,573,,18124,32017,
2011/12/22,,,23965,,3516,,,,,,3563,,,,,,,5829,,,573,,18141,32050,
2011/12/23,,,23973,23973,3519,,,,,,3565,,,,,,,5859,,,573,,18162,32090,
2011/12/24,,,23982,23982,3519,,,,,,3565,,,,,,,5869,,,573,,18175,32112,
2011/12/25,,,23983,23983,3520,,,,,,3566,,,,,,,5885,,,573,,18187,32128,
2011/12/26,,,23986,23986,3521,,,,,,3570,,,,,,,5890,,,573,,18197,32143,
2011/12/27,,,23993,23993,,,,,,,3575,,,,,,,5907,,,573,,18210,32164,
2011/12/28,,,24001,,3523,,,,,,3586,,,,,,,5926,,,573,,18232,32201,
2011/12/29,,,24004,,3523,,,,,,3592,,,,,,,5945,,,573,,18249,32233,
2011/12/30,,,24005,24005,3523,,,,,,3595,,,,,,,5966,,,573,,,32268,
2011/12/31,,,24012,24012,,,,,,,3597,,,,,,,5985,,,573,,18291,32291,
2012/01/01,,,24013,24013,,,,,,,3598,,,,,,,5994,,,573,,18308,,
2012/01/02,,,24009,24009,,,,,,,3601,,,,,,,6009,,,573,,18309,32334,
2012/01/03,,,24017,24017,3527,,,,,,3603,,,,,,,6023,,,573,,18325,32369,
2012/01/04,,,24028,24028,3531,,,,,,3604,,,,,,,6046,,,573,,18338,32415,
2012/01/05,,,24036,24036,3536,,,,,,3605,,,,,,,6075,,,573,,18361,32447,
2012/01/06,,,24043,24043,3537,,,,,,3605,,,,,,,6098,,,573,,18384,32489,
2012/01/07,,,24050,24050,,,,,,,3608,,,,,,,6115,,,573,,18397,32538,
2012/01/08,,,24051,24051,,,,,,,3614,,,,,,,6130,,,573,,18408,32556,
2012/01/09,,,24055,24055,,,,,,,3618,,,,,,,6142,,,573,,18422,32588,
2012/01/10,,,24060,,,,,,,,3619,,,,,,,6165,,,573,,18444,32636,
2012/01/11,,,24067,24067,,,,,,,3621,,,,,,,6188,,,573,,18469,32685,
2012/01/12,,,24073,24073,,,,,,,,,,,,,,6232,,,575,,18493,32730,
2012/01/13,,,24084,24084,,,,,,,3626,,,,,,,6254,,,575,,18509,32763,
2012/01/14,,,24091,24091,,,,,,,3631,,,,,,,6273,,,575,,18526,32790,
2012/01/15,,,24095,24095,3558,,,,,,3634,,,,,,,6303,,,575,,,32828,
2012/01/16,,,24099,24099,3559,,,,,,3636,,,,,,,6318,,,576,,18577,32861,
2012/01/17,,,24112,24112,3563,,,,,,3641,,,,,,,6345,,,576,,18602,32908,
2012/01/18,,,24117,24117,3564,,,,,,3645,,,,,,,6388,,,576,,18620,32964,
2012/01/19,,,24123,24123,3566,,,,,,3649,,,,,,,6421,,,576,,18636,33002,
2012/01/20,,,24128,24128,3568,,,,,,3654,,,,,,,6444,,,576,,18655,33053,
2012/01/21,,,24133,24133,3559,,,,,,3656,,,,,,,6465,,,576,,18672,33108,
2012/01/22,,,24138,24138,3559,,,,,,3658,,,,,,,6486,,,576,,18681,33150,
2012/01/23,,,24144,24144,,,,,,,3660,,,,,,,6512,,,576,,18691,33189,
2012/01/24,,,24152,24152,,,,,,,3664,,,,,,,6538,,,576,,18713,33230,
2012/01/25,,,24156,24156,,,,,,,3665,,,,,,,6573,,,576,,18741,33277,
2012/01/26,,,24167,,,,,,,,3674,,,,,,,6606,,,576,,18767,33333,
2012/01/27,,,24176,,,,,,,,3683,,,,,,,6632,,,576,,18800,33394,
2012/01/28,,,24181,24181,,,,,,,3686,,,,,,,6699,,,576,,18817,33439,
2012/01/29,,,24186,24186,,,,,,,3687,,,,,,,6730,,,576,,18829,33475,
2012/01/30,,,24193,,,,,,,,3694,,,,,,,6756,,,576,,18845,33513,
2012/01/31,,,24197,,,,,,,,3697,,,,,,,6788,,,577,,18865,33582,
2012/02/01,,,24194,24194,3576,,,,,,3699,,,,,,,6825,,,577,,18889,33644,
2012/02/02,,,24199,24199,3580,,,,,,3699,,,,,,,6861,,,577,,18915,33691,
2012/02/03,,,24205,24205,3582,,,,,,3701,,,,,,,6899,,,577,,18945,33734,
2012/02/04,,,24210,24210,3583,,,,,,3704,,,,,,,6915,,,577,,18960,33768,
2012/02/05,,,24216,,3585,,,,,,3706,,,,,,,6932,,,577,,18867,33812,
2012/02/06,,,24222,24222,3586,,,,,,3710,,,,,,,6961,,,577,,18888,33853,
2012/02/07,,,24235,24235,3590,,,,,,3716,,,,,,,6987,,,577,,18917,33908,
2012/02/08,,,24240,24240,3593,,,,,,3718,,,,,,,7002,,,577,,18941,33954,
2012/02/09,,,24246,24246,3596,,,,,,3721,,,,,,,7020,,,577,,18963,33997,
2012/02/10,,,24249,,3597,,,,,,3727,,,,,,,7050,,,577,,18982,34050,
2012/02/11,,,24255,,3597,,,,,,3737,,,,,,,7086,,,577,,18996,34097,
2012/02/12,,,24262,,3600,,,,,,3747,,,,,,,7119,,,577,,19024,34136,
2012/02/13,,,24262,24262,3604,,,,,,3750,,,,,,,7143,,,577,,19055,34176,
2012/02/14,,,24263,,3605,,,,,,3750,,,,,,,7174,,,577,,19075,34230,
2012/02/15,,,24278,,3608,,,,,,3755,,,,,,,7206,,,577,,19096,34287,
