source,target,distance
lolautruche/ez-core-extra-bundle,lolautruche/ez-core-extra-bundle,0
mattzuba/php-trello,mattzuba/php-trello,0
m6web/apcu-bundle,m6web/apcu-bundle,0
m6web/aws-bundle,m6web/aws-bundle,0
m6web/xrequestuid-bundle,m6web/xrequestuid-bundle,0
maglnet/magl-markdown,maglnet/magl-markdown,0
lionsad/drupal_ti,lionsad/drupal_ti,0
lukascivil/treewalker,lukascivil/treewalker,0
lorenzo/cakephp-sqs,lorenzo/cakephp-sqs,0
markrogoyski/math-php,markrogoyski/math-php,0
litipk/php-exceptions,litipk/php-exceptions,0
marcelog/pagi,marcelog/pami,1
marcelog/pagi,marcelog/pagi,0
maiconpinto/cakephp-adminlte-theme,maiconpinto/cakephp-adminlte-theme,0
mattketmo/camel,mattketmo/camel,0
magestore/module-bannerslider,magestore/module-bannerslider,0
matthiasnoback/broadway-serialization,matthiasnoback/broadway-serialization,0
mamuz/php-dependency-analysis,mamuz/php-dependency-analysis,0
marcojanssen/silex-routing-service-provider,marcojanssen/silex-routing-service-provider,0
maxbrokman/safe-queue,maxbrokman/safe-queue,0
mcnetic/zipstreamer,mcnetic/zipstreamer,0
markup/contentful,markup/contentful,0
marktopper/doctrine-dbal-timestamp-type,marktopper/doctrine-dbal-timestamp-type,0
mathieuviossat/arraytotexttable,mathieuviossat/arraytotexttable,0
logikostech/class-options,logikostech/class-options,0
lingoda/behat-screenshot-image-driver-aws-s3,lingoda/behat-screenshot-image-driver-aws-s3,0
mbence/opentbs-bundle,mbence/opentbs-bundle,0
magento/magento2-functional-testing-framework,magento/magento2-functional-testing-framework,0
matthiasnoback/symfony-console-form,matthiasnoback/symfony-console-form,0
markstory/acl_extras,markstory/acl_extras,0
mailjet/mailjet-bundle,mailjet5/mailjet-bundle5,2
mailjet/mailjet-bundle,mailjet2/mailjet-bundle2,2
mailjet/mailjet-bundle,mailjet/mailjet-bundle,0
markette/gopay,markette/gopay,0
liqpay/liqpay,liqpay/liqpay,0
lvht/geohash,lvht/geohash,0
limatheus/smsgateway,limatheus/smsgateway,0
mbarwick83/shorty,mbarwick83/shorty,0
maglnet/composer-require-checker,maglnet/composer-require-checker,0
lokielse/omnipay-wechatpay,lokielse/omnipay-wechatpay,0
m1/vars,m1/vars,0
maxakawizard/json-collection-parser,maxakawizard/json-collection-parser,0
m6web/statsd-request-headers-bundle,m6web/statsd-request-headers-bundle,0
marcelgwerder/laravel-api-handler,marcelgwerder/laravel-api-handler,0
litipk/flysystem-fallback-adapter,litipk/flysystem-fallback-adapter,0
maximebf/cachecache,maximebf/cachecache,0
liuggio/filler-dto,liuggio/filler-dto,0
markrogoyski/ipv4-subnet-calculator,markrogoyski/ipv4-subnet-calculator,0
lucasromanojf/laravel5-pdf,lucasromanojf/laravel5-pdf,0
markup/contentful-bundle,markup/contentful-bundle,0
maxakawizard/xls-writer,maxakawizard/xls-writer,0
loco/loco,loco/loco,0
loadsys/cakephp-basic-seed,loadsys/cakephp-basic-seed,0
malyshev/yii-debug-toolbar,malyshev/yii-debug-toolbar,0
markup/needle-bundle,markup/needle-bundle,0
malsup/form,malsup/form,0
lygav/php-slackbot,lygav/php-slackbot,0
machuga/authority-l4,machuga/authority-l4,0
markup/barcode-bundle,markas/barcode-bundle,2
markup/barcode-bundle,markup/barcode-bundle,0
linkorb/buckaroo,linkorb/buckaroo,0
m6web/wsclient-bundle,m6web/wsclient-bundle,0
matomo/referrer-spam-blacklist,matomo/referrer-spam-blacklist,0
magetest/magento-behat-extension,magetest/magento-behat-extension,0
markup/job-queue-bundle,markup/job-queue-bundle,0
mask/mask,mask/mask,0
lochmueller/staticfilecache,lochmueller/staticfilecache,0
mageplaza/magento-2-blog-extension,mageplaza/magento-2-blog-extension,0
lunetics/timezone-bundle,lunetics/timezone-bundle,0
markup/addressing,markup/addressing,0
maastermedia/phpwhois,maastermedia/phpwhois,0
matomo/searchengine-and-social-list,matomo/searchengine-and-social-list,0
madewithlove/elasticsearcher,madewithlove/elasticsearcher,0
magento2translations/language_es_es,magento2translations/language_en_us,2
magento2translations/language_es_es,magento2translations/language_es_ar,2
magento2translations/language_es_es,magento2translations/language_es_es,0
magento2translations/language_es_es,magento2translations/language_ca_es,2
magento2translations/language_es_es,magento2translations/language_et_ee,2
markup/addressing-bundle,markup/addressing-bundle,0
lucatume/wp-snaphot-assertions,lucatume/wp-snaphot-assertions,0
magetest/magento-phpspec-extension,magetest/magento-phpspec-extension,0
mcorrigan/salesforce-rest-api-php-wrapper,mcorrigan/salesforce-rest-api-php-wrapper,0
lwc/kumite,lwc/kumite,0
markup/oembed-bundle,markup/oembed-bundle,0
maqe/laravel-sqs-fifo,maqe/laravel-sqs-fifo,0
maximebf/consolekit,maximebf/consolekit,0
mariano/disque-php,mariano/disque-php,0
linio/behat-web-api-extension,linio/behat-web-api-extension,0
mageplaza/magento-2-german-language-pack,mageplaza/magento-2-german-language-pack,0
matthimatiker/opcache-bundle,matthimatiker/opcache-bundle,0
mayconbordin/l5-fixtures,mayconbordin/l5-fixtures,0
markjaquith/wp-tlc-transients,markjaquith/wp-tlc-transients,0
localheinz/json-printer,localheinz/json-printer,0
malukenho/docheader,malukenho/docheader,0
liopic/korean-romanizer,liopic/korean-romanizer,0
localheinz/json-normalizer,localheinz/json-normalizer,0
makeusabrew/bootbox,makeusabrew/bootbox,0
mannew/hipchat-bundle,mannew/hipchat-bundle,0
matthiasnoback/microsoft-translator,matthiasnoback/microsoft-translator,0
luyadev/luya-core,luyadev/luya-core,0
mailmotor/mailmotor-bundle,mailmotor/mailmotor-bundle,0
maxhoffmann/parsedown-laravel,maxhoffmann/parsedown-laravel,0
lochmueller/sourceopt,lochmueller/sourceopt,0
mailmotor/mailchimp-bundle,mailmotor/mailchimp-bundle,0
mailjet/mailjet-apiv3-php-simple,mailjet/mailjet-apiv3-php-simple,0
lingualeo/expert-sender-api,lingualeo/expert-sender-api,0
localheinz/composer-normalize,localheinz/composer-normalize,0
mcordingley/linearalgebra,mcordingley/linearalgebra,0
mailmotor/campaignmonitor-bundle,mailmotor/campaignmonitor-bundle,0
magento/core,magento/core,0
m00t/behat-partial-runner,m00t/behat-partial-runner,0
lku/doctrine-guid,lku/doctrine-guid,0
luracast/config,luracast/config,0
litle/payments-sdk,litle/payments-sdk,0
markette/gopay-inline,markette/gopay-inline,0
luketowers/purifier,luketowers/purifier,0
mathmarques/smarty-view,mathmarques/smarty-view,0
mageplaza/magento-2-french-language-pack,mageplaza/magento-2-french-language-pack,0
lorisleiva/laravel-deployer,lorisleiva/laravel-deployer,0
magmodules/magento2-channable,magmodules/magento2-channable,0
magmodules/magento2-channable,magmodules/magento1-channable,1
livechat/api-client-php,livechat/api-client-php,0
markguinn/silverstripe-email-helpers,markguinn/silverstripe-email-helpers,0
luyadev/luya-module-admin,luyadev/luya-module-admin,0
lootils/uuid,lootils/uuid,0
markup/fallback-password-encoder-bundle,markup/fallback-password-encoder-bundle,0
luyadev/luya-module-cms,luyadev/luya-module-cms,0
madeyourday/contao-rocksolid-custom-elements,madeyourday/contao-rocksolid-custom-elements,0
littlegiant/silverstripe-catalogmanager,littlegiant/silverstripe-catalogmanager,0
magetest/manager,magetest/manager,0
psx/http,lx/http,2
mathiasgrimm/laravel-log-keeper,mathiasgrimm/laravel-log-keeper,0
psx/schema,lss/schema,2
mathiasgrimm/laravel-dot-env-gen,mathiasgrimm/laravel-dot-env-gen,0
longman/ip-tools,longman/ip-tools,0
mcfedr/queue-manager-bundle,mcfedr/queue-manager-bundle,0
mcordingley/regression,mcordingley/regression,0
loadsys/loadsys_codesniffer,loadsys/loadsys_codesniffer,0
magicalex/seedbox-manager,magicalex/seedbox-manager,0
mabrahamde/idna-converter,mabrahamde/idna-converter,0
mck89/peast,mck89/peast,0
m6web/request-headers-forwarder-guzzle-bundle,m6web/request-headers-forwarder-guzzle-bundle,0
mcfedr/sqs-queue-driver-bundle,mcfedr/sqs-queue-driver-bundle,0
markhilton/monolog-mysql,markhilton/monolog-mysql,0
littlegiant/silverstripe-singlepageadmin,littlegiant/silverstripe-singlepageadmin,0
markup/ruler,markup/ruler,0
mageplaza/magento-2-dutch-language-pack,mageplaza/magento-2-dutch-language-pack,0
loadsys/cakephp-shell-scripts,loadsys/cakephp-shell-scripts,0
magenerds/dashboard,magenerds/dashboard,0
localheinz/classy,localheinz/classy,0
m2epro/magento2-extension,m2epro/magento2-extension,0
m2epro/magento2-extension,m2epro/magento1-extension,1
magepal/magento2-reindex,magepal/magento2-reindex,0
lstrojny/procrastinator,lstrojny/procrastinator,0
localheinz/test-util,localheinz/test-util,0
lrucache/lrucache,lrucache/lrucache,0
luyadev/luya-composer,luyadev/luya-composer,0
loveorigami/yii2-notification-wrapper,loveorigami/yii2-notification-wrapper,0
maxakawizard/po-parser,maxakawizard/po-parser,0
magento/community-edition,magento/community-edition,0
loilo/fuse,loilo/fuse,0
lorenzo/cakephp-email-queue,lorenzo/cakephp-email-queue,0
psx/api,lsp/api,2
lucid-arch/laravel-foundation,lucid-arch/laravel-foundation,0
markup/twig-extension-proxy-bundle,markup/twig-extension-proxy-bundle,0
m6web/timecode,m6web/timecode,0
marijnvdwerf/material-palette,marijnvdwerf/material-palette,0
limedeck/phpunit-detailed-printer,limedeck/phpunit-detailed-printer,0
marqu3s/yii2-summernote,marqu3s/yii2-summernote,0
littlegiant/silverstripe-seo-editor,littlegiant/silverstripe-seo-editor,0
lysenkobv/maxmind-geolite2-database,lysenkobv/maxmind-geolite2-database,0
madnh/fpdm,madnh/fpdm,0
maatwebsite/laravel-nova-excel,maatwebsite/laravel-nova-excel,0
m6web/php-lint,m6web/php-lint,0
mallgroup/mpapi-client,mallgroup/mpapi-client,0
lwc/smartling-php,lwc/smartling-php,0
lochmueller/autoloader,lochmueller/autoloader,0
lwc/phreepio,lwc/phreepio,0
madeyourday/contao-rocksolid-slider,madeyourday/contao-rocksolid-slider,0
lukesnowden/google-shopping-feed,lukesnowden/google-shopping-feed,0
maxxscho/laravel-tcpdf,maxxscho/laravel-tcpdf,0
malkusch/php-index,malkusch/php-index,0
marketo-api/marketo-rest-client,marketo-api/marketo-rest-client,0
lm/wkhtmltopdf,lm/wkhtmltopdf,0
m1ome/phalcon-datatables,m1ome/phalcon-datatables,0
lookitsatravis/listify,lookitsatravis/listify,0
localizationteam/l10nmgr,localizationteam/l10nmgr,0
lulco/phoenix,lulco/phoenix,0
mark-gerarts/auto-mapper-plus,mark-gerarts/auto-mapper-plus,0
markup/rabbitmq-management-api,markup/rabbitmq-management-api,0
madapaja/twig-module,madapaja/twig-module,0
mabuzagu/pdo-dblib-module,mabuzagu/pdo-dblib-module,0
marcj/propel-eventdispatcher-behavior,marcj/propel-eventdispatcher-behavior,0
mapado/twig-extensions-bundle,mapado/twig-extensions-bundle,0
lwc/kumite-bundle,lwc/kumite-bundle,0
lucid-arch/laravel-console,lucid-arch/laravel-console,0
mcaskill/php-array-group-by,mcaskill/php-array-group-by,0
m6web/php-cs-fixer-config,m6web/php-cs-fixer-config,0
mccool/database-backup,mccool/database-backup,0
lucianmariusadam/multicombinator,lucianmariusadam/multicombinator,0
mcs/bol-plaza-v2,mcs/bol-plaza-v2,0
maple-syrup-group/dbsampler,maple-syrup-group/dbsampler,0
mageplaza/magento-2-product-slider,mageplaza/magento-2-product-slider,0
lugaidster/apns-php,lugaidster/apns-php,0
lysenkobv/yii2-geoip,lysenkobv/yii2-geoip,0
matthiasnoback/live-code-coverage,matthiasnoback/live-code-coverage,0
maxromanovsky/php-maxmind-geoip,maxromanovsky/php-maxmind-geoip,0
magento2translations/language_de_de,magento2translations/language_da_dk,2
magento2translations/language_de_de,magento2translations/language_de_de,0
markette/gopay-simple,markette/gopay-simple,0
lox/pheasant,lox/pheasant,0
matthiasnoback/phpunit-asynchronicity,matthiasnoback/phpunit-asynchronicity,0
mcfedr/uuid-paramconverter,mcfedr/uuid-paramconverter,0
magento2translations/language_nl_nl,magento2translations/language_pl_pl,2
magento2translations/language_nl_nl,magento2translations/language_no_no,2
magento2translations/language_nl_nl,magento2translations/language_nl_be,2
magento2translations/language_nl_nl,magento2translations/language_nl_nl,0
marcj/php-rest-service,marcj/php-rest-service,0
mathiasgrimm/laravel-env-validator,mathiasgrimm/laravel-env-validator,0
los/basepath,los/basepath,0
lunakid/anim-gif,lunakid/anim-gif,0
madeyourday/contao-rocksolid-columns,madeyourday/contao-rocksolid-columns,0
mathjax/mathjax,mathjax/mathjax,0
monolog/monolog,monolog1/monolog1,2
monolog/monolog,monolog/monolog,0
myclabs/deep-copy,myclabs/deep-copy,0
mockery/mockery,mockery/mockery,0
mtdowling/cron-expression,mtdowling/cron-expression,0
mtdowling/jmespath.php,mtdowling/jmespath.php,0
mobiledetect/mobiledetectlib,mobiledetect/mobiledetectlib,0
michelf/php-markdown,michelf/php-markdown,0
mikey179/vfsstream,mikey179/vfsstream,0
mongodb/mongodb,mongodb/mongodb,0
mpdf/mpdf,mpdf/mpdf,0
mustache/mustache,mustache/mustache,0
mustangostang/spyc,mustangostang/spyc,0
myclabs/php-enum,myclabs/php-enum,0
mrclay/minify,mrclay/minify,0
mikehaertl/php-shellcommand,mikehaertl/php-shellcommand,0
misd/phone-number-bundle,misd/phone-number-bundle,0
moneyphp/money,moneyphp/money,0
mixpanel/mixpanel-php,mixpanel/mixpanel-php,0
mikehaertl/php-tmpfile,mikehaertl/php-tmpfile,0
moontoast/math,moontoast/math,0
mikemccabe/json-patch-php,mikemccabe/json-patch-php,0
mmucklo/inflect,mmucklo/inflect,0
mikehaertl/phpwkhtmltopdf,mikehaertl/phpwkhtmltopdf,0
mopa/bootstrap-bundle,mopa/bootstrap-bundle,0
mopa/composer-bridge,mopa/composer-bridge,0
mybuilder/phpunit-accelerator,mybuilder/phpunit-accelerator,0
mso/idna-convert,mso/idna-convert,0
mews/purifier,mews/purifier,0
misd/guzzle-bundle,misd/guzzle-bundle,0
hoa/math,moc/math,2
mkalkbrenner/php-htmldiff-advanced,mkalkbrenner/php-htmldiff-advanced,0
mdanter/ecc,mdanter/ecc,0
messagebird/php-rest-api,messagebird/php-rest-api,0
mnapoli/silly,mnapoli/silly,0
milon/barcode,milon/barcode,0
mollie/mollie-api-php,mollie/mollie-api-php,0
moment/moment,moment/moment,0
mnapoli/front-yaml,mnapoli/front-yaml,0
hoa/event,mod/event,2
mikehaertl/php-pdftk,mikehaertl/php-pdftk,0
mlehner/gelf-php,mlehner/gelf-php,0
mindscape/raygun4php,mindscape/raygun4php,0
mews/captcha,mews/captcha,0
microsoft/azure-storage,microsoft/azure-storage,0
mnsami/composer-custom-directory-installer,mnsami/composer-custom-directory-installer,0
mpociot/documentarian,mpociot/documentarian,0
misd/linkify,misd/linkify,0
mdmsoft/yii2-admin,mdmsoft/yii2-admin,0
mk-j/php_xlsxwriter,mk-j/php_xlsxwriter,0
mpociot/reflection-docblock,mpociot/reflection-docblock,0
mjohnson/decoda,mjohnson/decoda,0
mpociot/laravel-apidoc-generator,mpociot/laravel-apidoc-generator,0
midgard/createphp,midgard/createphp,0
mediawiki/mediawiki-codesniffer,mediawiki/mediawiki-codesniffer,0
microsoft/windowsazure,microsoft/windowsazure,0
mjaschen/phpgeo,mjaschen/phpgeo,0
minishlink/web-push,minishlink/web-push,0
n98/junit-xml,n98/junit-xml,0
mikemclin/laravel-wp-password,mikemclin/laravel-wp-password,0
mrclay/jsmin-php,mrclay/jsmin-php,0
minfraud/http,minfraud/http,0
moodlehq/behat-extension,moodlehq/behat-extension,0
meenie/javascript-packer,meenie/javascript-packer,0
miljar/php-exif,miljar/php-exif,0
mpratt/embera,mpratt/embera,0
medology/flexible-mink,medology/flexible-mink,0
mnapoli/phpdocreader,mnapoli/phpdocreader,0
mrclay/props-dic,mrclay/props-dic,0
mexitek/phpcolors,mexitek/phpcolors,0
miloschuman/yii2-highcharts-widget,miloschuman/yii2-highcharts-widget,0
msurguy/honeypot,msurguy/honeypot,0
morrislaptop/laravel-queue-clear,morrislaptop/laravel-queue-clear,0
meng-tian/php-soap-interpreter,meng-tian/php-soap-interpreter,0
meng-tian/soap-http-binding,meng-tian/soap-http-binding,0
mead-steve/mono-snag,mead-steve/mono-snag,0
microsoft/tolerant-php-parser,microsoft/tolerant-php-parser,0
meng-tian/php-async-soap,meng-tian/php-async-soap,0
meng-tian/async-soap-guzzle,meng-tian/async-soap-guzzle,0
mremi/url-shortener,mremi/url-shortener,0
mediawiki/at-ease,mediawiki/at-ease,0
medology/phpunit-parallel-runner,medology/phpunit-parallel-runner,0
moonlandsoft/yii2-phpexcel,moonlandsoft/yii2-phpexcel,0
mouf/nodejs-installer,mouf/nodejs-installer,0
pear/log,moar/log,2
mnapoli/php-di,mnapoli/php-di-5,2
mnapoli/php-di,mnapoli/php-di,0
mpociot/vat-calculator,mpociot/vat-calculator,0
michelf/php-smartypants,michelf/php-smartypants,0
mikevanriel/text-to-latex,mikevanriel/text-to-latex,0
mmoreram/gearman-bundle,mmoreram/gearman-bundle,0
mkraemer/react-pcntl,mkraemer/react-pcntl,0
nacmartin/phpexecjs,nacmartin/phpexecjs,0
mgargano/simplehtmldom,mgargano/simplehtmldom,0
mercadopago/sdk,mercadopago/sdk,0
muglug/package-versions-56,muglug/package-versions-56,0
ml/iri,ml/iri,0
ml/json-ld,ml/json-ld,0
mimmi20/wurflcache,mimmi20/wurflcache,0
microsoft/microsoft-graph,microsoft/microsoft-graph,0
monarobase/country-list,monarobase/country-list,0
mheap/silex-assetic,mheap/silex-assetic,0
mledoze/countries,mledoze/countries,0
mihaildev/yii2-elfinder,mihaildev/yii2-elfinder,0
memio/twig-template-engine,memio/twig-template-engine,0
mediawiki/parser-hooks,mediawiki/parser-hooks,0
mmoreram/controller-extra-bundle,mmoreram/controller-extra-bundle,0
memio/model,memio/model,0
memio/pretty-printer,memio/pretty-printer,0
memio/validator,memio/validator,0
memio/linter,memio/linter,0
memio/memio,memio/memio,0
moodev/weasel,moodev/weasel,0
n98/magerun,n98/magerun2,1
n98/magerun,n98/magerun,0
mimmi20/wurfl-constants,mimmi20/wurfl-constants,0
monext/payline-sdk,monext/payline-sdk,0
muffin/trash,muffin/trash,0
milo/github-api,milo/github-api,0
mthaml/mthaml,mthaml/mthaml,0
mouf/utils.common.conditioninterface,mouf/utils.common.conditioninterface,0
mouf/mouf-installer,mouf/mouf-installer,0
moodlerooms/moodle-plugin-ci,moodlerooms/moodle-plugin-ci,0
mouf/utils.value.value-interface,mouf/utils.value.value-interface,0
mgp25/instagram-php,mgp25/instagram-php,0
mouf/utils.log.psr.errorlog_logger,mouf/utils.log.psr.errorlog_logger,0
mouf/mouf-validators-interface,mouf/mouf-validators-interface,0
mouf/utils.cache.cache-interface,mouf/utils.cache.cache-interface,0
mouf/utils.cache.file-cache,mouf/utils.cache.file-cache,0
mouf/utils.cache.apc-cache,mouf/utils.cache.apc-cache,0
mediawiki/semantic-media-wiki,mediawiki/semantic-media-wiki,0
mibe/feedwriter,mibe/feedwriter,0
mouf/utils.constants.secret,mouf/utils.constants.secret,0
mouf/mvc.splash-common,mouf/mvc.splash-common,0
mnshankar/csv,mnshankar/csv,0
mouf/html.utils.weblibrarymanager,mouf/html.utils.weblibrarymanager,0
mouf/html.htmlelement,mouf/html.htmlelement,0
mouf/html.renderer,mouf/html.renderer,0
mouf/html.renderer.twig-extensions,mouf/html.renderer.twig-extensions,0
mouf/utils.action.action-interface,mouf/utils.action.action-interface,0
mouf/html.template.templateinterface,mouf/html.template.templateinterface,0
